x,y,z
877,773,523
571,351,97
690,213,350
356,424,165
390,598,104
954,737,883
993,520,402
132,996,124
646,217,977
380,911,644
348,352,241
698,156,801
445,442,264
264,264,178
51,635,318
402,823,254
248,575,709
213,758,95
879,554,738
427,266,105
131,87,146
245,339,303
526,73,918
122,428,371
761,179,910
203,856,108
886,534,999
456,161,564
362,41,69
504,424,382
520,671,747
918,95,465
651,461,889
694,888,856
668,76,455
712,710,671
55,461,405
30,934,707
768,565,274
143,514,70
95,277,654
613,150,363
447,73,565
76,383,408
536,161,960
231,689,88
583,138,281
649,327,350
52,837,533
46,268,295
545,838,368
904,375,46
88,386,70
545,432,457
142,111,414
632,28,725
988,435,28
372,355,507
738,782,348
533,90,269
156,566,644
979,779,550
35,667,276
882,83,663
339,883,34
948,872,92
728,174,463
890,699,227
283,474,496
394,638,905
655,924,305
478,545,800
205,194,871
190,192,422
505,973,459
717,908,482
931,324,24
715,823,127
260,880,667
938,272,632
353,140,646
548,734,138
53,19,744
970,794,162
928,835,578
831,53,497
485,462,534
483,52,651
202,876,62
358,47,698
566,351,626
978,105,594
293,664,198
427,353,635
159,63,902
213,237,510
215,533,916
737,657,107
765,629,580
48,756,774
175,632,193
586,318,786
340,29,312
813,794,389
76,185,396
710,799,648
199,303,479
647,673,198
421,864,342
487,40,928
624,154,578
631,205,136
663,464,553
612,88,748
62,762,476
159,615,974
625,751,437
424,197,408
265,185,281
430,711,702
295,212,144
501,723,401
781,7,638
346,733,989
915,218,300
311,613,537
849,907,788
609,680,193
464,391,425
106,833,440
560,803,145
289,560,70
582,203,853
649,727,330
706,758,293
443,845,117
720,958,900
832,227,728
920,935,967
761,3,535
194,59,908
234,655,84
45,943,808
392,39,113
564,429,603
509,742,542
398,351,892
431,548,620
295,857,548
133,139,853
788,829,122
125,829,276
745,934,795
651,802,200
966,279,757
169,464,319
293,338,619
42,127,543
147,372,699
242,666,928
526,194,976
880,91,875
8,584,952
254,499,476
26,917,696
968,163,968
474,712,915
262,251,179
985,618,220
135,472,248
692,274,907
52,720,430
348,431,463
388,191,1
982,681,278
40,893,48
611,692,587
247,822,34
425,372,157
710,799,648
505,362,673
107,12,612
441,102,590
741,666,92
296,427,200
886,790,815
791,397,694
488,50,159
964,764,907
578,852,149
723,447,881
872,504,573
671,558,285
147,55,157
972,857,287
984,132,267
693,5,604
246,753,67
202,316,768
924,30,664
714,328,54
655,822,563
900,99,819
71,56,516
236,975,28
243,815,989
876,117,855
228,176,386
950,56,752
754,947,242
550,155,756
766,941,548
304,701,437
253,819,944
575,191,842
521,717,673
945,58,765
643,168,502
407,698,624
628,915,538
146,941,240
953,532,351
326,964,698
176,59,267
436,638,13
5,852,360
454,173,334
909,339,814
327,609,558
464,165,417
401,904,935
547,781,86
885,55,943
271,161,463
321,816,454
607,688,341
382,575,757
317,919,439
753,148,892
157,994,126
630,346,451
412,267,921
743,231,47
625,212,403
303,664,291
588,287,241
410,676,619
347,537,28
175,971,190
527,622,132
606,648,81
725,17,600
532,456,323
452,15,322
928,927,531
922,372,436
420,192,534
553,608,960
692,49,654
599,23,535
928,448,936
128,327,308
566,675,829
257,503,636
489,31,850
89,646,277
840,954,288
437,795,880
385,596,215
311,801,628
136,903,754
913,71,757
680,93,25
399,121,698
611,793,120
911,648,212
551,280,523
566,435,944
974,332,485
197,140,483
546,294,531
292,781,499
958,890,882
104,893,360
542,259,661
944,462,323
437,677,610
738,988,63
190,773,713
947,15,601
454,249,996
757,476,808
629,821,245
188,909,527
819,990,751
642,945,941
68,90,775
363,634,938
629,149,810
155,628,968
805,346,801
710,906,824
266,343,172
453,754,371
818,348,30
201,547,650
681,269,482
172,153,345
535,8,373
53,762,427
888,451,668
997,947,62
593,939,678
520,344,717
252,38,449
55,651,76
579,256,391
14,747,365
885,825,302
831,25,336
237,797,613
512,38,659
115,730,864
707,13,955
118,73,804
243,999,950
794,142,459
436,816,627
965,979,459
707,981,758
730,737,158
328,363,633
113,284,529
108,848,90
467,925,277
842,310,731
97,679,449
80,949,237
293,619,973
188,140,471
715,287,943
203,323,671
416,790,490
623,812,42
953,112,369
539,889,770
21,71,289
372,439,958
192,805,531
661,561,266
304,417,972
215,979,504
862,131,52
253,7,698
331,51,677
518,451,19
476,974,394
56,192,899
970,865,979
969,997,591
127,755,431
661,463,134
615,153,843
579,506,367
985,149,273
291,329,126
330,30,107
597,949,803
368,954,951
250,894,626
38,34,135
198,829,178
93,124,453
39,636,370
583,649,741
765,341,503
101,924,910
612,846,436
319,209,898
692,216,317
910,265,683
792,948,814
138,332,599
418,144,408
907,930,953
811,257,288
308,594,837
262,813,429
794,942,134
806,198,811
231,145,912
968,802,689
95,371,938
682,711,240
389,623,336
224,123,787
865,262,176
627,900,160
520,618,987
924,704,760
713,114,977
332,859,845
538,326,740
621,897,524
65,108,718
596,143,112
911,327,504
333,357,953
99,331,57
298,619,671
619,74,608
482,874,23
273,999,248
620,824,817
922,372,436
763,154,177
672,610,90
863,686,159
971,147,502
938,711,36
609,420,454
558,202,841
669,991,156
367,235,340
128,916,100
912,160,952
882,911,192
117,252,893
358,527,556
574,718,524
327,601,884
137,450,522
488,853,941
730,100,507
656,444,244
3,901,373
385,87,357
42,506,915
32,71,797
480,919,763
711,355,302
341,829,322
702,581,333
519,756,679
667,397,342
988,505,802
380,154,876
243,790,425
488,396,254
519,195,152
927,192,445
817,375,623
581,96,432
865,974,203
881,518,486
85,98,822
512,778,961
12,20,997
917,915,327
399,104,233
356,970,380
644,271,954
331,954,192
843,766,261
589,490,172
670,34,295
109,208,427
92,839,995
733,824,989
675,509,908
321,835,946
381,304,977
415,221,402
888,394,306
862,298,649
275,251,971
842,10,486
218,208,21
109,238,607
839,13,846
285,195,310
783,370,357
189,908,556
429,13,134
867,497,420
546,751,671
819,336,168
280,634,830
7,386,91
651,474,153
128,990,388
893,744,476
467,273,26
457,363,666
210,264,906
981,514,689
666,232,35
918,327,222
138,866,533
437,188,710
677,997,979
926,868,41
355,61,598
536,612,262
356,768,227
163,774,324
794,377,993
735,698,168
141,823,134
9,152,589
857,214,864
89,828,156
574,760,636
359,275,608
24,599,115
12,633,315
379,484,546
12,717,149
958,212,667
999,856,751
962,704,937
554,520,47
228,709,57
166,846,390
755,434,197
27,892,933
677,646,892
942,738,214
276,746,782
129,269,701
682,831,289
981,225,192
896,740,912
600,141,78
138,100,814
18,18,980
217,565,852
255,54,634
563,195,584
99,685,102
106,562,931
396,726,750
602,122,658
20,933,147
76,6,288
279,675,743
436,365,649
518,456,869
847,308,747
130,376,920
698,281,422
347,796,835
152,465,202
427,978,670
473,765,610
628,693,913
307,485,6
513,573,56
673,531,27
289,34,13
320,801,70
477,677,529
923,993,456
216,806,251
667,784,383
199,989,629
166,295,559
567,665,611
193,340,424
446,130,121
146,522,979
1,966,706
859,722,109
378,214,163
168,28,957
372,127,360
64,884,121
763,361,976
292,721,505
64,751,933
279,275,248
727,255,189
150,450,816
605,354,693
421,420,138
130,524,515
273,919,253
262,75,117
328,805,487
799,140,436
912,520,144
786,240,227
418,274,801
642,117,863
380,254,763
2,533,261
412,181,804
35,361,601
452,168,660
722,507,220
685,403,845
439,55,713
499,448,999
477,824,616
576,413,547
190,387,755
505,755,531
29,271,364
262,65,630
276,131,982
303,662,664
371,775,127
250,423,495
50,861,927
263,673,256
521,740,629
687,724,398
286,601,251
493,499,365
710,53,302
36,583,755
879,860,683
275,652,584
344,610,801
43,602,953
45,540,486
801,893,634
782,956,99
4,992,844
545,430,913
479,512,543
142,826,859
753,72,18
574,349,643
473,454,314
980,748,98
79,238,334
653,663,537
8,202,884
529,911,427
607,781,470
377,717,530
293,974,323
395,930,471
347,155,113
611,416,161
154,666,855
357,781,978
61,494,409
457,41,920
45,929,800
344,731,774
49,64,276
267,440,56
455,343,938
818,325,776
969,915,522
519,27,724
162,352,636
521,507,930
953,877,928
872,851,807
494,569,155
341,305,956
109,535,380
20,917,524
241,696,990
179,46,315
699,713,90
323,65,424
417,560,695
857,153,280
209,285,911
814,978,444
476,679,261
288,421,74
266,89,441
385,529,704
499,287,965
497,575,419
854,498,937
291,456,723
95,237,447
496,663,682
817,557,186
684,370,600
108,953,301
821,269,567
295,738,877
377,899,109
341,636,794
936,232,501
186,101,284
144,620,794
343,273,723
867,812,947
84,956,306
652,690,651
444,677,25
471,514,860
131,392,229
537,767,300
138,813,492
989,366,914
312,658,329
226,681,284
210,543,664
50,749,234
164,755,175
211,485,638
181,6,38
245,871,281
428,66,7
277,364,308
36,742,827
898,391,110
25,224,665
91,810,434
859,414,994
495,883,42
166,325,207
316,747,591
793,692,809
270,804,52
107,849,739
684,360,817
501,912,613
842,73,104
954,305,215
135,732,319
550,797,544
802,420,247
88,570,115
104,896,108
258,748,773
209,197,355
673,712,403
607,692,556
913,428,951
22,966,551
108,270,648
192,288,484
834,726,515
314,926,763
926,57,472
948,208,850
54,512,916
485,409,95
24,643,868
677,620,20
539,509,295
758,228,265
33,979,74
775,663,73
463,116,126
684,263,547
378,825,701
352,135,216
405,861,24
520,626,968
389,339,451
615,313,602
1,473,409
999,492,338
686,774,547
2,967,187
169,122,743
749,569,973
922,672,827
169,152,32
915,564,966
734,125,455
495,322,351
481,326,119
635,727,392
989,16,4
611,704,117
863,646,518
90,316,281
787,42,103
342,737,728
293,144,456
632,169,258
286,975,965
722,31,6
299,118,61
735,881,557
455,950,312
670,80,254
508,58,83
722,436,703
625,733,296
178,988,339
629,539,836
589,514,833
80,754,469
429,15,285
800,793,395
693,445,263
590,276,98
78,578,192
634,747,705
54,415,321
579,840,214
635,897,87
812,535,933
281,178,715
974,85,914
501,858,657
479,541,857
451,560,523
279,586,130
135,292,922
355,310,218
619,223,814
386,7,413
332,879,731
302,281,7
460,871,808
808,17,711
758,270,64
442,475,932
565,515,121
456,989,137
119,624,475
830,209,14
961,237,214
334,845,77
928,344,123
107,663,751
411,56,335
611,114,863
686,392,427
793,162,959
462,713,965
460,773,829
274,63,423
994,587,791
72,852,606
589,264,38
516,896,561
670,325,881
540,264,167
370,462,147
357,840,986
721,418,771
505,893,608
50,870,299
394,827,643
485,205,92
247,842,811
748,994,930
152,239,27
345,722,67
87,419,387
26,794,819
973,539,351
626,255,956
435,891,517
974,422,273
175,662,144
732,847,942
790,319,150
504,365,331
505,876,112
496,682,540
72,145,353
821,949,862
115,708,593
489,89,500
345,507,616
370,968,570
942,130,380
896,137,750
710,234,10
215,656,960
122,346,634
167,369,5
628,168,342
744,669,859
908,683,600
394,255,462
514,932,263
551,526,420
592,196,16
732,33,640
431,529,980
451,624,770
845,359,412
940,97,205
709,373,598
690,7,905
406,828,478
955,361,884
897,945,421
630,222,825
149,220,58
493,582,974
282,27,349
689,253,715
686,174,780
186,277,762
146,150,255
585,262,784
45,766,260
443,519,660
713,114,977
799,442,140
456,298,360
226,222,879
190,643,731
25,240,435
574,783,151
878,167,520
256,651,599
449,296,570
60,949,808
53,348,662
696,948,981
191,221,8
915,23,77
775,663,73
876,340,235
51,762,830
961,773,431
142,94,986
265,235,211
812,635,646
681,526,155
265,247,624
421,349,862
273,823,55
116,646,28
882,622,982
609,147,308
54,252,208
578,580,774
625,636,904
887,444,460
80,39,528
358,27,571
606,36,21
667,660,742
236,771,116
765,509,892
900,897,956
808,26,906
843,577,65
933,168,917
373,361,71
69,666,887
781,406,196
556,797,27
833,542,309
214,840,460
232,91,632
191,13,121
316,89,806
507,161,535
612,853,781
209,284,165
748,508,59
501,675,427
119,410,319
515,172,913
443,911,127
231,329,571
327,659,844
849,266,698
971,546,333
116,635,183
854,525,471
518,658,866
462,249,300
32,165,661
931,9,296
751,323,9
695,133,970
707,396,134
434,290,100
322,492,332
844,366,441
401,144,547
460,892,528
412,121,230
517,710,263
54,529,182
184,320,976
718,296,730
407,705,467
805,754,8
207,852,792
210,720,118
543,749,707
866,845,861
508,446,668
355,961,515
373,193,953
176,984,150
531,561,435
793,120,578
98,591,419
656,999,676
677,49,139
12,378,101
596,372,102
107,744,38
251,421,804
319,526,190
745,993,305
501,82,844
445,970,400
200,344,744
758,975,503
141,615,229
735,609,321
132,549,424
711,778,43
312,391,973
531,67,188
770,314,777
441,366,280
169,711,158
742,669,191
925,601,10
823,592,773
887,135,985
998,451,493
977,668,967
847,515,359
172,929,456
133,213,399
116,58,13
486,526,358
241,784,563
908,203,947
574,786,270
973,256,236
924,880,891
799,48,691
982,274,542
64,291,426
905,71,94
996,647,450
900,449,633
769,177,278
956,39,610
639,95,5
414,228,30
62,658,977
642,455,345
384,420,805
324,840,244
697,312,257
71,921,102
31,262,766
455,986,28
949,126,736
873,105,784
103,514,558
930,506,513
821,494,821
441,944,342
377,79,150
231,475,178
914,358,716
808,753,666
345,415,693
828,60,187
40,353,670
510,517,660
47,74,867
603,832,227
600,990,307
954,133,160
985,566,751
811,182,721
218,252,224
339,422,753
471,348,288
331,311,667
499,731,403
546,451,551
965,151,559
326,450,426
39,659,536
113,949,99
920,138,444
193,676,133
625,241,496
180,632,576
25,823,47
984,481,305
425,617,853
233,631,364
739,620,301
423,469,722
902,912,317
553,395,378
107,964,488
443,666,86
520,618,986
398,345,134
833,985,226
415,400,359
664,166,90
464,252,558
557,183,45
27,7,775
454,771,100
570,601,417
580,724,922
339,13,113
347,756,902
210,122,547
877,654,653
456,652,486
34,83,386
70,370,290
304,234,615
293,337,468
149,179,97
306,180,890
187,211,414
302,488,83
615,811,310
530,697,831
404,261,972
175,83,110
10,656,796
815,189,23
686,367,409
897,598,279
990,393,121
816,953,963
518,363,870
405,670,172
602,290,570
616,667,47
48,141,935
660,308,282
273,739,274
142,482,116
339,230,611
283,756,227
89,717,381
573,164,973
200,453,42
793,466,206
348,981,980
324,744,658
931,117,427
342,30,909
830,305,997
672,342,423
574,520,355
161,11,639
370,370,307
966,773,510
842,917,876
81,96,551
122,268,474
963,170,680
971,908,617
727,317,545
544,605,616
695,111,764
261,561,620
346,993,606
966,881,288
946,191,701
444,718,932
190,789,643
633,721,949
994,241,375
461,352,471
777,604,633
308,594,934
458,872,780
606,95,30
741,622,755
806,385,204
593,329,499
827,582,710
814,231,225
595,619,52
346,944,901
5,906,157
342,558,489
292,196,684
220,31,574
318,726,701
952,824,612
38,172,689
955,397,668
712,738,260
507,458,635
845,424,418
973,413,135
928,293,843
462,893,956
701,617,973
801,429,430
831,207,632
206,292,381
27,385,49
299,604,19
249,186,594
630,131,199
210,854,818
443,180,691
892,382,670
767,233,130
102,302,914
67,584,333
101,201,628
550,753,294
197,736,555
306,384,84
624,506,446
460,885,954
342,802,230
985,418,835
492,425,60
555,485,585
455,418,264
407,780,977
828,847,954
799,667,795
820,530,178
797,987,580
723,938,480
443,448,423
715,622,448
860,192,630
682,590,832
959,792,108
145,628,899
99,352,291
591,557,9
274,675,575
574,772,726
342,899,782
616,924,459
533,684,972
412,411,608
169,131,51
465,987,194
748,23,162
469,520,955
416,843,409
285,902,864
250,629,913
300,969,94
769,660,614
528,500,703
481,187,36
998,970,345
771,712,610
696,587,368
795,716,586
451,365,494
300,579,780
108,452,479
103,696,458
730,955,174
255,335,75
164,983,333
786,807,992
917,462,846
145,632,316
561,82,433
45,316,484
788,674,725
758,597,229
395,248,861
116,611,648
418,389,490
644,527,266
30,994,935
376,688,466
816,325,653
670,342,957
8,6,459
72,749,517
435,419,701
389,412,77
325,863,526
509,90,223
104,507,316
129,548,420
566,72,957
998,864,339
495,13,219
313,547,373
564,449,478
748,947,434
191,716,21
721,834,948
609,312,165
211,768,661
747,656,473
494,206,368
810,665,277
89,214,299
552,945,66
591,91,549
582,803,446
499,636,920
345,598,500
193,841,591
555,451,224
964,415,332
129,977,300
966,382,791
113,43,654
586,225,665
296,565,744
161,990,484
892,121,375
833,572,223
607,393,153
115,67,914
193,928,119
787,526,836
355,121,210
549,77,676
277,114,963
355,131,266
95,417,478
18,512,952
918,531,539
238,322,884
811,571,241
637,371,364
987,933,104
142,517,943
161,96,375
77,68,752
772,248,826
126,881,748
595,15,596
737,312,567
877,762,852
611,55,496
115,57,355
804,726,801
250,724,693
76,114,40
72,437,11
175,138,468
454,312,136
435,183,12
792,433,17
394,760,590
719,165,480
763,93,894
688,741,855
35,329,886
52,871,481
390,941,444
13,391,355
839,945,417
624,506,446
395,645,607
846,238,716
272,403,800
731,473,572
926,748,473
613,414,634
798,961,488
263,132,145
823,44,719
477,74,497
187,858,96
841,210,730
393,568,999
404,988,72
326,21,557
32,297,942
593,587,932
185,218,794
700,595,674
982,236,664
702,885,205
287,116,936
766,557,40
753,436,731
496,501,266
616,710,246
844,114,570
243,476,64
381,882,690
5,531,398
81,309,277
880,849,90
171,457,820
86,11,847
550,929,418
92,144,166
309,993,301
654,96,442
374,168,516
622,408,169
516,928,22
159,381,424
322,460,763
912,647,941
96,414,17
793,187,690
680,642,944
914,787,108
494,874,680
875,892,298
919,668,667
977,124,792
995,337,884
91,302,309
899,246,70
628,17,145
413,372,967
340,325,287
174,166,237
470,754,636
587,188,419
526,828,13
724,597,495
67,929,329
330,966,474
988,530,989
10,226,988
358,773,599
371,360,215
982,775,412
226,817,41
110,544,644
355,146,835
490,760,48
332,494,529
293,592,741
708,451,484
338,437,203
880,749,813
723,532,515
953,853,564
973,584,848
565,790,202
539,971,288
960,676,103
165,6,711
994,157,930
336,914,177
462,45,566
462,838,952
929,375,529
618,929,565
598,323,666
698,43,683
839,426,986
799,80,363
165,444,133
611,959,509
769,453,72
206,97,143
874,885,217
272,744,427
750,241,446
387,469,585
455,471,532
625,449,567
887,533,331
331,400,552
169,175,447
166,407,854
246,924,111
968,158,626
726,553,92
246,174,395
846,897,535
945,497,538
594,866,578
489,163,311
260,93,57
122,675,109
782,517,177
822,159,762
942,667,814
10,383,632
878,219,742
8,19,605
943,585,381
970,217,380
306,968,506
527,847,634
855,421,411
38,799,895
984,928,100
934,667,596
53,710,852
516,638,311
526,149,39
429,920,32
691,471,327
825,851,573
51,950,705
805,228,534
196,52,626
298,399,824
296,941,488
378,830,6
755,802,269
269,316,550
117,534,473
562,282,603
410,677,531
374,578,373
300,805,217
756,27,460
237,399,424
227,163,672
696,256,967
246,613,221
105,106,285
428,314,938
44,30,853
442,387,302
133,199,872
701,971,783
130,60,255
129,231,38
96,548,659
687,553,685
611,653,366
842,154,376
385,197,576
981,747,513
664,639,663
48,829,858
934,626,759
752,934,494
880,88,264
109,274,486
201,880,554
836,529,921
53,190,908
436,174,48
859,261,645
875,485,221
772,861,260
675,393,924
226,420,47
168,359,821
768,800,496
195,744,122
212,178,991
514,946,401
910,266,731
710,701,78
204,46,700
483,464,137
167,638,138
873,296,637
469,844,889
513,584,223
350,25,742
199,995,809
135,184,899
461,412,941
253,466,803
242,958,90
93,938,596
770,475,987
391,760,678
235,673,749
627,454,90
905,479,522
361,602,865
188,126,519
627,903,659
309,396,217
170,416,201
827,213,681
715,347,980
139,350,24
424,480,692
227,252,50
594,288,708
445,251,215
311,801,628
269,458,738
636,390,628
704,445,908
499,266,709
503,605,529
736,108,14
360,634,961
822,283,317
852,541,950
207,758,826
902,115,387
870,760,18
593,405,703
673,293,564
691,114,769
667,773,627
665,372,98
370,546,773
135,518,971
268,611,869
827,421,933
93,620,740
432,531,283
653,565,908
914,358,716
379,906,409
510,901,893
238,81,378
522,816,879
162,352,636
451,916,491
244,890,319
213,224,909
374,183,780
362,671,873
208,773,269
626,716,634
749,773,835
434,371,995
288,871,868
990,439,173
498,827,902
718,160,447
560,553,276
655,821,232
411,432,886
938,907,989
933,721,645
749,215,714
543,929,582
488,249,420
462,718,125
922,278,52
935,98,905
771,293,870
327,800,406
518,935,627
636,387,573
169,747,256
242,700,237
295,21,628
659,591,162
358,708,627
328,858,151
278,534,918
293,720,469
924,471,51
705,394,320
967,970,635
323,964,282
817,934,75
149,395,737
305,607,385
667,667,133
986,762,351
194,693,482
730,481,322
180,49,583
409,61,517
47,289,762
829,11,463
612,360,732
444,581,237
781,613,636
183,868,263
870,819,270
816,614,394
994,39,590
607,871,858
456,510,864
409,288,925
501,897,91
500,667,880
767,817,310
944,633,522
652,123,597
813,194,654
861,277,202
314,593,320
24,48,233
60,713,987
264,575,416
523,317,673
955,818,382
52,467,458
233,713,577
628,937,77
183,850,119
539,614,58
427,470,884
131,604,761
153,943,120
523,848,899
181,529,765
436,73,187
286,28,420
676,416,883
835,313,757
278,859,496
554,519,423
207,855,400
544,54,247
267,334,508
490,52,233
7,268,624
476,868,642
256,781,832
901,698,368
497,368,806
720,510,341
670,140,727
472,631,323
909,864,46
366,987,826
747,978,764
607,832,210
554,627,697
974,516,37
353,669,144
650,890,809
802,77,316
859,179,562
677,840,592
24,525,254
62,739,417
599,673,217
433,984,474
133,489,944
983,565,139
175,113,273
440,927,743
96,317,68
85,432,451
833,38,792
788,111,903
430,383,477
234,556,71
485,689,562
776,451,509
608,438,482
39,414,581
174,229,330
972,484,120
74,690,777
456,746,321
19,163,572
141,591,472
6,595,110
485,241,460
26,45,169
62,177,902
989,621,787
267,348,393
20,103,257
489,248,895
431,520,906
551,628,941
218,538,922
860,709,945
899,34,707
748,856,989
324,320,394
164,432,574
538,641,651
878,233,949
85,920,414
471,540,201
795,852,208
278,18,998
354,470,192
574,260,970
244,16,278
631,457,817
690,103,951
10,552,650
234,342,568
433,129,171
226,925,263
246,560,568
252,523,45
151,911,233
444,340,117
580,930,606
592,197,105
636,871,789
887,531,924
156,566,644
862,306,237
4,954,453
690,556,495
17,861,347
807,591,90
842,371,604
312,807,526
885,166,544
776,936,685
895,472,715
189,249,65
404,842,897
783,532,918
410,43,594
622,190,488
844,932,322
901,323,290
737,16,282
161,721,463
870,534,711
783,795,307
981,424,542
113,295,438
816,711,461
346,866,863
812,78,125
493,125,318
672,471,756
623,798,892
242,642,801
919,396,839
634,802,774
952,906,242
23,185,690
669,727,457
482,729,794
492,669,745
371,360,505
243,815,989
283,337,459
179,709,19
357,220,892
762,948,17
727,598,340
712,362,100
805,272,967
624,24,613
743,259,461
554,627,946
431,310,155
9,696,840
146,996,139
120,287,202
362,734,653
930,587,651
823,223,948
781,830,456
807,886,863
862,760,758
833,446,351
809,831,430
117,47,673
623,796,727
233,731,623
548,624,75
44,360,823
259,80,557
217,968,872
288,482,723
573,666,607
856,297,315
239,984,985
703,249,523
880,665,918
193,683,376
475,349,496
795,53,105
942,215,201
902,665,508
109,566,88
877,743,301
344,804,20
738,10,46
305,576,447
53,743,630
400,725,254
760,66,755
915,282,607
115,477,308
210,2,528
838,552,51
800,365,63
945,472,360
870,730,282
644,62,79
73,759,685
570,717,715
388,498,469
251,962,309
886,887,763
394,203,936
493,587,331
322,961,3
993,312,450
144,903,299
265,110,867
849,823,54
794,97,651
423,462,109
996,308,952
461,367,819
196,26,7
177,589,540
820,239,117
776,563,378
417,885,14
264,696,668
282,634,502
889,432,970
69,98,132
478,699,23
408,519,741
103,495,229
76,204,781
336,887,681
624,614,19
918,22,386
509,581,858
177,400,292
520,310,95
357,937,978
137,245,920
211,77,39
542,622,425
571,136,185
579,810,999
345,359,252
216,175,349
132,68,860
971,344,253
610,438,811
547,59,132
384,769,718
50,926,830
254,23,106
146,890,181
123,499,520
63,827,725
858,553,435
37,802,128
809,119,676
240,370,541
965,260,734
205,989,988
105,605,148
853,113,568
127,565,373
716,282,584
146,51,449
596,234,938
374,341,664
184,513,29
287,977,974
262,255,810
438,841,681
887,452,762
311,383,154
378,192,953
623,212,280
194,866,161
310,792,642
347,247,807
381,7,213
569,53,965
560,141,423
564,374,412
4,25,457
243,870,3
603,967,50
896,348,56
225,731,588
620,497,879
355,961,515
191,833,119
808,314,684
850,732,888
190,642,852
637,209,929
914,226,953
981,636,726
160,920,902
150,433,370
93,703,143
141,131,896
626,229,374
213,165,898
649,959,124
498,532,630
170,589,266
431,186,407
435,72,23
850,614,72
293,944,527
350,350,478
76,559,522
10,6,486
971,422,509
926,943,752
838,994,595
420,650,950
233,392,143
937,552,159
164,145,36
314,420,119
806,46,640
695,940,469
795,902,777
912,92,468
591,302,768
856,107,45
573,187,498
365,130,784
784,555,716
852,545,367
262,924,795
166,164,845
721,116,532
473,715,723
672,739,945
621,268,151
740,281,351
869,878,285
796,285,847
759,833,921
181,20,424
684,313,207
134,362,582
360,517,814
731,653,185
169,290,755
164,576,433
245,111,554
842,469,556
596,79,98
68,215,684
822,932,363
135,230,793
913,938,723
329,607,964
742,647,953
623,667,883
598,920,966
495,71,983
976,969,486
624,749,373
411,285,966
896,920,534
120,498,390
115,787,514
506,306,93
784,11,378
773,26,687
551,823,230
861,410,255
758,295,857
521,412,409
570,557,527
478,390,536
218,86,435
734,697,622
532,960,232
744,841,611
546,953,984
786,648,461
494,716,771
177,829,686
266,517,111
103,205,65
289,871,97
501,673,46
22,574,664
594,504,471
609,809,881
618,509,758
634,668,992
210,654,804
74,73,852
573,778,946
723,628,827
110,194,73
882,986,526
287,356,728
211,901,673
850,630,359
258,905,15
987,575,904
51,146,580
380,408,570
715,100,587
398,46,665
89,335,490
371,895,528
829,798,635
493,613,264
780,825,501
336,470,909
408,652,183
389,134,726
698,866,685
233,622,276
858,298,28
206,939,168
24,130,671
3,777,837
305,729,142
705,428,680
19,591,540
545,278,647
634,945,695
864,947,780
970,130,77
53,255,942
314,155,37
359,140,753
724,478,206
332,989,134
457,363,666
637,425,211
803,805,200
823,762,624
553,123,459
663,526,247
24,523,999
684,543,120
530,827,629
78,849,890
775,477,652
469,896,860
334,51,991
535,682,780
871,653,69
860,960,182
68,253,669
663,262,496
819,329,530
611,81,589
354,620,955
735,279,235
128,65,82
988,944,934
57,947,972
504,250,277
677,574,470
230,621,992
655,707,513
811,669,405
636,955,761
435,153,366
